01 01 2017, 0.00, 6.88
02 01 2017, 0.00, 3.94
03 01 2017, 0.00, 10.01
04 01 2017, 0.00, 5.80
05 01 2017, 0.00, 9.44
06 01 2017, 0.00, 5.84
07 01 2017, 0.00, 2.63
08 01 2017, 0.00, 3.20
09 01 2017, 0.00, 4.21
10 01 2017, 0.00, 3.24
11 01 2017, 0.00, 6.07
12 01 2017, 0.00, 4.71
13 01 2017, 0.00, 7.91
14 01 2017, 0.00, 14.82
15 01 2017, 0.00, 6.49
16 01 2017, 0.00, 5.21
17 01 2017, 0.00, 9.82
18 01 2017, 0.00, 10.24
19 01 2017, 0.00, 8.24
20 01 2017, 0.00, 7.05
21 01 2017, 0.00, 4.43
22 01 2017, 0.00, 10.60
23 01 2017, 0.00, 6.21
24 01 2017, 0.00, 4.69
25 01 2017, 0.00, 6.30
26 01 2017, 0.00, 7.69
27 01 2017, 0.00, 4.06
28 01 2017, 0.00, 4.51
29 01 2017, 0.00, 8.44
30 01 2017, 0.00, 7.17
31 01 2017, 0.00, 7.23
01 02 2017, 0.00, 13.67
02 02 2017, 0.00, 16.70
03 02 2017, 0.00, 16.94
04 02 2017, 0.00, 11.85
05 02 2017, 0.00, 14.57
06 02 2017, 0.00, 18.20
07 02 2017, 0.00, 15.97
08 02 2017, 0.00, 10.74
09 02 2017, 0.00, 10.18
10 02 2017, 0.00, 10.00
11 02 2017, 0.00, 10.51
12 02 2017, 0.00, 12.00
13 02 2017, 0.00, 8.38
14 02 2017, 0.00, 4.40
15 02 2017, 0.00, 9.01
16 02 2017, 0.00, 7.39
17 02 2017, 0.00, 9.85
18 02 2017, 0.00, 11.51
19 02 2017, 0.00, 12.53
20 02 2017, 0.00, 9.04
21 02 2017, 0.00, 7.33
22 02 2017, 0.00, 14.14
23 02 2017, 0.00, 13.28
24 02 2017, 0.00, 9.66
25 02 2017, 0.59, 17.28
26 02 2017, 0.00, 7.49
27 02 2017, 0.00, 16.80
28 02 2017, 0.00, 13.35
01 03 2017, 0.00, 9.38
02 03 2017, 0.00, 8.58
03 03 2017, 0.00, 18.05
04 03 2017, 0.00, 8.35
05 03 2017, 0.00, 9.99
06 03 2017, 0.00, 13.47
07 03 2017, 0.00, 9.53
08 03 2017, 0.00, 17.74
09 03 2017, 0.00, 16.98
10 03 2017, 0.00, 13.48
11 03 2017, 0.00, 12.16
12 03 2017, 0.00, 11.69
13 03 2017, 0.00, 13.60
14 03 2017, 0.00, 11.34
15 03 2017, 0.00, 8.55
16 03 2017, 41.40, 12.26
17 03 2017, 0.00, 10.68
18 03 2017, 0.00, 11.30
19 03 2017, 0.00, 20.86
20 03 2017, 0.00, 17.58
21 03 2017, 0.00, 16.24
22 03 2017, 0.00, 12.90
23 03 2017, 0.00, 15.73
24 03 2017, 0.00, 18.28
25 03 2017, 0.00, 16.41
26 03 2017, 0.00, 10.50
27 03 2017, 0.00, 8.20
28 03 2017, 0.00, 9.35
29 03 2017, 0.00, 9.59
30 03 2017, 0.00, 11.32
31 03 2017, 0.00, 11.80
01 04 2017, 0.00, 9.74
02 04 2017, 0.00, 10.37
03 04 2017, 0.00, 9.12
04 04 2017, 0.00, 8.30
05 04 2017, 0.00, 16.82
06 04 2017, 27.61, 18.02
07 04 2017, 0.00, 8.57
08 04 2017, 11.26, 14.19
09 04 2017, 1.52, 16.82
10 04 2017, 0.00, 11.12
11 04 2017, 0.00, 9.69
12 04 2017, 0.00, 11.06
13 04 2017, 0.00, 11.05
14 04 2017, 0.00, 15.45
15 04 2017, 0.00, 11.19
16 04 2017, 3.62, 23.72
17 04 2017, 0.00, 8.70
18 04 2017, 0.00, 8.39
19 04 2017, 4.74, 18.25
20 04 2017, 0.00, 7.66
21 04 2017, 0.00, 10.86
22 04 2017, 0.00, 6.45
23 04 2017, 0.00, 12.22
24 04 2017, 6.14, 8.20
25 04 2017, 0.00, 11.56
26 04 2017, 0.00, 9.56
27 04 2017, 0.00, 13.42
28 04 2017, 0.00, 19.82
29 04 2017, 0.00, 23.74
30 04 2017, 0.00, 10.22
01 05 2017, 0.00, 18.37
02 05 2017, 0.00, 23.57
03 05 2017, 0.00, 24.58
04 05 2017, 0.00, 22.93
05 05 2017, 290.01, 19.97
06 05 2017, 5.20, 21.67
07 05 2017, 0.00, 18.78
08 05 2017, 0.00, 23.54
09 05 2017, 50.07, 19.71
10 05 2017, 0.00, 13.59
11 05 2017, 0.00, 13.07
12 05 2017, 0.00, 20.06
13 05 2017, 68.82, 24.72
14 05 2017, 1.41, 21.87
15 05 2017, 3.06, 20.17
16 05 2017, 0.00, 17.68
17 05 2017, 48.25, 24.44
18 05 2017, 0.00, 14.31
19 05 2017, 0.00, 13.51
20 05 2017, 0.00, 13.60
21 05 2017, 0.04, 30.12
22 05 2017, 0.95, 27.38
23 05 2017, 0.00, 24.37
24 05 2017, 0.45, 28.77
25 05 2017, 76.58, 25.67
26 05 2017, 12.88, 22.80
27 05 2017, 24.51, 19.33
28 05 2017, 1.44, 18.42
29 05 2017, 2.27, 19.41
30 05 2017, 0.00, 12.54
31 05 2017, 0.00, 15.07
01 06 2017, 728.27, 29.94
02 06 2017, 107.54, 31.13
03 06 2017, 36.12, 28.85
04 06 2017, 0.00, 20.58
05 06 2017, 575.98, 29.10
06 06 2017, 938.41, 34.61
07 06 2017, 1327.75, 38.48
08 06 2017, 1.65, 33.84
09 06 2017, 16.02, 21.15
10 06 2017, 0.00, 16.43
11 06 2017, 354.05, 21.60
12 06 2017, 0.00, 23.47
13 06 2017, 0.00, 25.99
14 06 2017, 0.00, 23.68
15 06 2017, 0.00, 18.22
16 06 2017, 0.00, 18.41
17 06 2017, 431.38, 27.82
18 06 2017, 0.00, 21.35
19 06 2017, 98.68, 26.21
20 06 2017, 0.00, 20.04
21 06 2017, 0.00, 19.49
22 06 2017, 12.31, 27.81
23 06 2017, 76.06, 26.74
24 06 2017, 0.00, 29.92
25 06 2017, 0.00, 19.11
26 06 2017, 149.54, 43.31
27 06 2017, 0.00, 25.42
28 06 2017, 14.38, 36.24
29 06 2017, 18.90, 26.91
30 06 2017, 0.00, 21.36
01 07 2017, 0.00, 34.43
02 07 2017, 0.00, 23.46
03 07 2017, 65.70, 34.40
04 07 2017, 17.56, 23.21
05 07 2017, 0.00, 22.86
06 07 2017, 0.00, 20.19
07 07 2017, 1.04, 26.64
08 07 2017, 965.92, 39.42
09 07 2017, 1.98, 29.26
10 07 2017, 0.00, 33.12
11 07 2017, 963.28, 33.20
12 07 2017, 94.37, 29.18
13 07 2017, 46.46, 36.81
14 07 2017, 0.00, 9.66
15 07 2017, 0.00, 21.09
16 07 2017, 20.45, 20.50
17 07 2017, 0.00, 22.09
18 07 2017, 0.00, 21.62
19 07 2017, 0.00, 20.23
20 07 2017, 0.00, 23.81
21 07 2017, 0.00, 22.57
22 07 2017, 362.05, 32.24
23 07 2017, 0.00, 27.83
24 07 2017, 31.34, 32.58
25 07 2017, 101.25, 27.91
26 07 2017, 0.00, 24.78
27 07 2017, 82.73, 26.28
28 07 2017, 7.16, 25.80
29 07 2017, 0.06, 29.09
30 07 2017, 0.00, 23.76
31 07 2017, 0.54, 34.96
01 08 2017, 0.00, 29.06
02 08 2017, 0.00, 11.93
03 08 2017, 0.00, 24.38
04 08 2017, 0.00, 27.57
05 08 2017, 0.00, 23.35
06 08 2017, 61.23, 34.86
07 08 2017, 217.01, 41.26
08 08 2017, 0.00, 31.44
09 08 2017, 0.00, 22.78
10 08 2017, 26.83, 24.17
11 08 2017, 0.00, 23.04
12 08 2017, 458.20, 35.53
13 08 2017, 5.77, 38.12
14 08 2017, 6.29, 35.63
15 08 2017, 0.00, 29.96
16 08 2017, 225.64, 32.39
17 08 2017, 199.98, 29.86
18 08 2017, 0.00, 25.07
19 08 2017, 0.00, 18.39
20 08 2017, 0.00, 23.58
21 08 2017, 0.00, 32.09
22 08 2017, 4.88, 16.02
23 08 2017, 0.00, 15.65
24 08 2017, 0.00, 12.78
25 08 2017, 0.00, 18.56
26 08 2017, 0.00, 12.73
27 08 2017, 0.00, 14.44
28 08 2017, 0.00, 22.38
29 08 2017, 0.00, 27.64
30 08 2017, 0.00, 13.02
31 08 2017, 0.00, 11.03
01 09 2017, 0.00, 22.95
02 09 2017, 16.04, 33.78
03 09 2017, 54.79, 36.29
04 09 2017, 84.42, 22.90
05 09 2017, 0.00, 14.92
06 09 2017, 0.00, 21.49
07 09 2017, 0.00, 26.66
08 09 2017, 0.00, 28.43
09 09 2017, 0.00, 27.15
10 09 2017, 0.00, 28.27
11 09 2017, 0.00, 24.07
12 09 2017, 40.77, 31.60
13 09 2017, 0.00, 27.49
14 09 2017, 0.00, 17.03
15 09 2017, 0.00, 22.85
16 09 2017, 0.00, 20.48
17 09 2017, 0.00, 22.82
18 09 2017, 0.00, 21.78
19 09 2017, 0.00, 20.84
20 09 2017, 7.16, 20.62
21 09 2017, 0.00, 23.63
22 09 2017, 0.00, 21.75
23 09 2017, 1.91, 19.22
24 09 2017, 0.00, 21.02
25 09 2017, 0.00, 24.35
26 09 2017, 1.96, 24.99
27 09 2017, 0.00, 24.58
28 09 2017, 0.00, 23.03
29 09 2017, 0.00, 16.41
30 09 2017, 0.00, 11.42
01 10 2017, 0.00, 11.19
02 10 2017, 0.00, 10.29
04 10 2017, 0.00, 26.44
05 10 2017, 0.00, 16.94
06 10 2017, 0.00, 20.22
07 10 2017, 17.09, 18.40
08 10 2017, 1.51, 12.02
09 10 2017, 0.00, 17.23
10 10 2017, 0.00, 16.78
11 10 2017, 0.00, 18.57
12 10 2017, 0.00, 16.63
13 10 2017, 0.00, 18.55
14 10 2017, 0.00, 20.80
15 10 2017, 0.00, 15.93
16 10 2017, 0.00, 20.39
17 10 2017, 0.00, 15.77
18 10 2017, 0.00, 16.11
19 10 2017, 0.00, 17.21
20 10 2017, 0.00, 11.23
21 10 2017, 0.00, 12.74
22 10 2017, 0.00, 21.08
23 10 2017, 1.91, 29.46
24 10 2017, 0.19, 19.15
25 10 2017, 0.00, 24.97
26 10 2017, 0.00, 20.94
27 10 2017, 0.00, 17.66
28 10 2017, 38.87, 14.53
29 10 2017, 1.86, 15.10
30 10 2017, 0.00, 9.50
31 10 2017, 0.00, 6.87
01 11 2017, 0.00, 11.98
02 11 2017, 0.00, 12.58
03 11 2017, 0.00, 16.50
04 11 2017, 0.00, 12.35
05 11 2017, 0.00, 6.62
06 11 2017, 0.00, 7.08
07 11 2017, 0.00, 15.61
08 11 2017, 0.00, 18.52
09 11 2017, 0.00, 17.95
10 11 2017, 0.00, 15.07
11 11 2017, 0.00, 13.71
12 11 2017, 0.00, 13.69
13 11 2017, 0.00, 20.87
14 11 2017, 0.00, 20.12
15 11 2017, 0.00, 21.90
16 11 2017, 0.00, 21.03
17 11 2017, 0.00, 18.99
18 11 2017, 0.00, 17.27
19 11 2017, 0.12, 16.50
20 11 2017, 0.00, 10.86
21 11 2017, 0.00, 9.43
22 11 2017, 0.00, 15.77
23 11 2017, 0.00, 11.90
24 11 2017, 0.00, 11.30
25 11 2017, 0.00, 12.35
26 11 2017, 0.00, 18.42
27 11 2017, 0.00, 13.69
28 11 2017, 0.00, 7.27
30 11 2017, 0.00, 15.82
01 12 2017, 0.00, 16.18
02 12 2017, 0.00, 14.04
03 12 2017, 0.00, 12.27
04 12 2017, 0.00, 10.59
05 12 2017, 0.00, 8.71
06 12 2017, 0.00, 13.86
07 12 2017, 0.00, 8.35
08 12 2017, 0.00, 7.04
09 12 2017, 0.00, 13.71
10 12 2017, 0.00, 9.01
11 12 2017, 0.00, 16.10
12 12 2017, 0.00, 12.18
13 12 2017, 0.00, 15.01
14 12 2017, 0.00, 13.03
15 12 2017, 0.00, 13.17
16 12 2017, 0.00, 16.55
17 12 2017, 0.00, 8.87
18 12 2017, 0.00, 8.23
19 12 2017, 0.37, 8.39
20 12 2017, 0.00, 4.88
21 12 2017, 0.00, 7.35
22 12 2017, 0.00, 9.84
23 12 2017, 0.00, 10.10
24 12 2017, 0.00, 15.37
25 12 2017, 0.00, 7.86
26 12 2017, 0.00, 4.47
27 12 2017, 0.00, 14.44
28 12 2017, 0.00, 9.11
29 12 2017, 0.00, 9.82
30 12 2017, 0.00, 7.14
31 12 2017, 0.00, 8.99
